Date,SKUCode,NetSales,OrderQty,SKUName,Category,MainChannel
08-11-2025,SKU-084,83.88,9,Hawaiian Chicken Pizza,Food,GrabFood
08-12-2025,SKU-084,205.07,22,Hawaiian Chicken Pizza,Food,GrabFood
09-01-2026,SKU-084,158.77,17,Hawaiian Chicken Pizza,Food,In-Store
09-06-2025,SKU-084,65.38,7,Hawaiian Chicken Pizza,Food,In-Store
09-07-2025,SKU-084,56.03,6,Hawaiian Chicken Pizza,Food,In-Store
09-08-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
09-09-2025,SKU-084,65.33,7,Hawaiian Chicken Pizza,Food,In-Store
09-10-2025,SKU-084,18.67,2,Hawaiian Chicken Pizza,Food,In-Store
09-11-2025,SKU-084,28.01,3,Hawaiian Chicken Pizza,Food,In-Store
09-12-2025,SKU-084,83.32,9,Hawaiian Chicken Pizza,Food,ShopeeFood
10-01-2026,SKU-084,37.35,4,Hawaiian Chicken Pizza,Food,In-Store
10-02-2026,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
10-03-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
10-07-2025,SKU-084,46.69,5,Hawaiian Chicken Pizza,Food,App
10-08-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
10-09-2025,SKU-084,56.97,7,Hawaiian Chicken Pizza,Food,FoodPanda
10-10-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
10-12-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
11-01-2026,SKU-084,102.73,11,Hawaiian Chicken Pizza,Food,App
11-03-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
11-06-2025,SKU-084,37.35,4,Hawaiian Chicken Pizza,Food,In-Store
11-07-2025,SKU-084,46.7,5,Hawaiian Chicken Pizza,Food,In-Store
11-08-2025,SKU-084,46.69,5,Hawaiian Chicken Pizza,Food,In-Store
11-09-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
11-11-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,App
11-12-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
12-01-2026,SKU-084,140.08,15,Hawaiian Chicken Pizza,Food,In-Store
12-03-2025,SKU-084,74.72,8,Hawaiian Chicken Pizza,Food,In-Store
12-06-2025,SKU-084,74.7,8,Hawaiian Chicken Pizza,Food,In-Store
12-07-2025,SKU-084,46.7,5,Hawaiian Chicken Pizza,Food,In-Store
12-08-2025,SKU-084,102.74,12,Hawaiian Chicken Pizza,Food,App
12-09-2025,SKU-084,74.71,8,Hawaiian Chicken Pizza,Food,In-Store
12-11-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
12-12-2025,SKU-084,65.38,7,Hawaiian Chicken Pizza,Food,App
13-01-2026,SKU-084,140.08,15,Hawaiian Chicken Pizza,Food,In-Store
13-02-2026,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
13-05-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
13-06-2025,SKU-084,18.68,3,Hawaiian Chicken Pizza,Food,In-Store
13-08-2025,SKU-084,84.03,10,Hawaiian Chicken Pizza,Food,In-Store
13-09-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
13-10-2025,SKU-084,56.12,6,Hawaiian Chicken Pizza,Food,GrabFood
13-11-2025,SKU-084,28.01,3,Hawaiian Chicken Pizza,Food,In-Store
13-12-2025,SKU-084,55.58,6,Hawaiian Chicken Pizza,Food,GrabFood
14-01-2026,SKU-084,28.0,3,Hawaiian Chicken Pizza,Food,App
14-05-2025,SKU-084,121.42,13,Hawaiian Chicken Pizza,Food,In-Store
14-06-2025,SKU-084,37.34,5,Hawaiian Chicken Pizza,Food,In-Store
14-07-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
14-08-2025,SKU-084,46.69,5,Hawaiian Chicken Pizza,Food,In-Store
14-09-2025,SKU-084,8.87,1,Hawaiian Chicken Pizza,Food,ShopeeFood
14-10-2025,SKU-084,47.78,5,Hawaiian Chicken Pizza,Food,GrabFood
14-11-2025,SKU-084,65.38,7,Hawaiian Chicken Pizza,Food,In-Store
14-12-2025,SKU-084,46.62,5,Hawaiian Chicken Pizza,Food,GrabFood
15-02-2026,SKU-084,9.52,1,Hawaiian Chicken Pizza,Food,ShopeeFood
15-06-2025,SKU-084,37.35,4,Hawaiian Chicken Pizza,Food,In-Store
15-08-2025,SKU-084,28.02,4,Hawaiian Chicken Pizza,Food,In-Store
15-10-2025,SKU-084,83.81,9,Hawaiian Chicken Pizza,Food,GrabFood
15-11-2025,SKU-084,55.57,6,Hawaiian Chicken Pizza,Food,GrabFood
15-12-2025,SKU-084,75.66,8,Hawaiian Chicken Pizza,Food,FoodPanda
16-01-2026,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
16-05-2025,SKU-084,56.04,6,Hawaiian Chicken Pizza,Food,App
16-06-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
16-07-2025,SKU-084,56.04,6,Hawaiian Chicken Pizza,Food,In-Store
16-10-2025,SKU-084,56.04,6,Hawaiian Chicken Pizza,Food,App
16-11-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
16-12-2025,SKU-084,56.03,6,Hawaiian Chicken Pizza,Food,In-Store
17-01-2026,SKU-084,18.67,2,Hawaiian Chicken Pizza,Food,In-Store
17-05-2025,SKU-084,46.7,5,Hawaiian Chicken Pizza,Food,App
17-06-2025,SKU-084,84.05,10,Hawaiian Chicken Pizza,Food,In-Store
17-07-2025,SKU-084,65.36,8,Hawaiian Chicken Pizza,Food,In-Store
17-09-2025,SKU-084,37.31,4,Hawaiian Chicken Pizza,Food,FoodPanda
17-10-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
17-11-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
17-12-2025,SKU-084,74.71,8,Hawaiian Chicken Pizza,Food,In-Store
18-01-2026,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
18-05-2025,SKU-084,28.01,3,Hawaiian Chicken Pizza,Food,In-Store
18-06-2025,SKU-084,121.42,13,Hawaiian Chicken Pizza,Food,App
18-07-2025,SKU-084,9.34,2,Hawaiian Chicken Pizza,Food,In-Store
18-09-2025,SKU-084,113.96,12,Hawaiian Chicken Pizza,Food,GrabFood
18-11-2025,SKU-084,76.61,8,Hawaiian Chicken Pizza,Food,ShopeeFood
18-12-2025,SKU-084,37.36,4,Hawaiian Chicken Pizza,Food,In-Store
19-01-2026,SKU-084,121.43,13,Hawaiian Chicken Pizza,Food,In-Store
19-03-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
19-05-2025,SKU-084,84.06,9,Hawaiian Chicken Pizza,Food,App
19-06-2025,SKU-084,74.7,9,Hawaiian Chicken Pizza,Food,In-Store
19-07-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
19-09-2025,SKU-084,56.97,6,Hawaiian Chicken Pizza,Food,ShopeeFood
19-11-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
19-12-2025,SKU-084,93.37,10,Hawaiian Chicken Pizza,Food,App
20-01-2026,SKU-084,121.41,13,Hawaiian Chicken Pizza,Food,App
20-03-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
20-05-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
20-06-2025,SKU-084,46.69,6,Hawaiian Chicken Pizza,Food,App
20-08-2025,SKU-084,56.04,6,Hawaiian Chicken Pizza,Food,In-Store
20-09-2025,SKU-084,73.01,8,Hawaiian Chicken Pizza,Food,GrabFood
20-11-2025,SKU-084,84.06,9,Hawaiian Chicken Pizza,Food,In-Store
20-12-2025,SKU-084,83.34,9,Hawaiian Chicken Pizza,Food,ShopeeFood
21-01-2026,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
21-03-2025,SKU-084,37.36,4,Hawaiian Chicken Pizza,Food,In-Store
21-04-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
21-05-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
21-06-2025,SKU-084,56.04,6,Hawaiian Chicken Pizza,Food,In-Store
21-07-2025,SKU-084,9.34,2,Hawaiian Chicken Pizza,Food,In-Store
21-08-2025,SKU-084,65.38,7,Hawaiian Chicken Pizza,Food,In-Store
21-09-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
21-10-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
21-11-2025,SKU-084,56.02,6,Hawaiian Chicken Pizza,Food,In-Store
21-12-2025,SKU-084,93.39,10,Hawaiian Chicken Pizza,Food,In-Store
22-01-2026,SKU-084,130.75,14,Hawaiian Chicken Pizza,Food,In-Store
22-03-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
22-04-2025,SKU-084,46.7,5,Hawaiian Chicken Pizza,Food,In-Store
22-05-2025,SKU-084,149.43,16,Hawaiian Chicken Pizza,Food,App
22-07-2025,SKU-084,102.74,11,Hawaiian Chicken Pizza,Food,App
22-08-2025,SKU-084,56.03,7,Hawaiian Chicken Pizza,Food,App
22-09-2025,SKU-084,18.2,2,Hawaiian Chicken Pizza,Food,ShopeeFood
22-10-2025,SKU-084,65.36,7,Hawaiian Chicken Pizza,Food,In-Store
22-11-2025,SKU-084,64.29,7,Hawaiian Chicken Pizza,Food,ShopeeFood
22-12-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
23-01-2026,SKU-084,158.78,17,Hawaiian Chicken Pizza,Food,In-Store
23-02-2026,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
23-04-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
23-05-2025,SKU-084,102.72,11,Hawaiian Chicken Pizza,Food,In-Store
23-06-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
23-07-2025,SKU-084,37.36,6,Hawaiian Chicken Pizza,Food,In-Store
23-08-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
23-09-2025,SKU-084,46.41,5,Hawaiian Chicken Pizza,Food,ShopeeFood
23-10-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,App
23-11-2025,SKU-084,27.71,3,Hawaiian Chicken Pizza,Food,GrabFood
24-01-2026,SKU-084,56.04,6,Hawaiian Chicken Pizza,Food,App
24-02-2026,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
24-03-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
24-05-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
24-06-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
24-07-2025,SKU-084,18.67,2,Hawaiian Chicken Pizza,Food,In-Store
24-08-2025,SKU-084,46.7,5,Hawaiian Chicken Pizza,Food,In-Store
24-09-2025,SKU-084,37.36,4,Hawaiian Chicken Pizza,Food,In-Store
24-10-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
24-11-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
25-01-2026,SKU-084,112.06,12,Hawaiian Chicken Pizza,Food,In-Store
25-02-2026,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
25-03-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
25-04-2025,SKU-084,9.33,2,Hawaiian Chicken Pizza,Food,In-Store
25-06-2025,SKU-084,149.43,16,Hawaiian Chicken Pizza,Food,App
25-07-2025,SKU-084,56.04,6,Hawaiian Chicken Pizza,Food,In-Store
25-08-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
25-09-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
25-10-2025,SKU-084,65.38,7,Hawaiian Chicken Pizza,Food,In-Store
25-11-2025,SKU-084,36.83,4,Hawaiian Chicken Pizza,Food,GrabFood
26-01-2026,SKU-084,46.7,6,Hawaiian Chicken Pizza,Food,App
26-03-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
26-04-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
26-05-2025,SKU-084,37.36,4,Hawaiian Chicken Pizza,Food,In-Store
26-06-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
26-07-2025,SKU-084,37.35,4,Hawaiian Chicken Pizza,Food,In-Store
26-08-2025,SKU-084,46.69,5,Hawaiian Chicken Pizza,Food,In-Store
26-09-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
26-10-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,App
26-11-2025,SKU-084,169.06,18,Hawaiian Chicken Pizza,Food,GrabFood
26-12-2025,SKU-084,142.59,15,Hawaiian Chicken Pizza,Food,GrabFood
27-01-2026,SKU-084,28.01,3,Hawaiian Chicken Pizza,Food,In-Store
27-02-2026,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
27-03-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
27-05-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
27-06-2025,SKU-084,56.04,6,Hawaiian Chicken Pizza,Food,In-Store
27-07-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
27-08-2025,SKU-084,46.7,5,Hawaiian Chicken Pizza,Food,In-Store
27-09-2025,SKU-084,46.7,5,Hawaiian Chicken Pizza,Food,In-Store
27-10-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
27-11-2025,SKU-084,105.56,11,Hawaiian Chicken Pizza,Food,GrabFood
27-12-2025,SKU-084,122.35,13,Hawaiian Chicken Pizza,Food,FoodPanda
28-01-2026,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
28-03-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,In-Store
28-04-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
28-05-2025,SKU-084,28.01,3,Hawaiian Chicken Pizza,Food,In-Store
28-06-2025,SKU-084,9.33,1,Hawaiian Chicken Pizza,Food,In-Store
28-08-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,App
28-09-2025,SKU-084,9.34,1,Hawaiian Chicken Pizza,Food,In-Store
28-10-2025,SKU-084,84.05,9,Hawaiian Chicken Pizza,Food,In-Store
28-11-2025,SKU-084,102.72,11,Hawaiian Chicken Pizza,Food,In-Store
28-12-2025,SKU-084,93.39,10,Hawaiian Chicken Pizza,Food,In-Store
29-05-2025,SKU-084,84.06,9,Hawaiian Chicken Pizza,Food,In-Store
29-06-2025,SKU-084,37.36,4,Hawaiian Chicken Pizza,Food,In-Store
29-07-2025,SKU-084,74.7,8,Hawaiian Chicken Pizza,Food,App
29-08-2025,SKU-084,64.65,7,Hawaiian Chicken Pizza,Food,ShopeeFood
29-09-2025,SKU-084,39.24,4,Hawaiian Chicken Pizza,Food,FoodPanda
29-10-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
29-11-2025,SKU-084,56.04,6,Hawaiian Chicken Pizza,Food,In-Store
29-12-2025,SKU-084,130.72,14,Hawaiian Chicken Pizza,Food,In-Store
30-05-2025,SKU-084,65.38,7,Hawaiian Chicken Pizza,Food,In-Store
30-06-2025,SKU-084,130.75,15,Hawaiian Chicken Pizza,Food,In-Store
30-08-2025,SKU-084,37.36,4,Hawaiian Chicken Pizza,Food,In-Store
30-09-2025,SKU-084,65.37,9,Hawaiian Chicken Pizza,Food,In-Store
30-10-2025,SKU-084,56.03,6,Hawaiian Chicken Pizza,Food,App
30-11-2025,SKU-084,86.87,9,Hawaiian Chicken Pizza,Food,GrabFood
30-12-2025,SKU-084,84.06,9,Hawaiian Chicken Pizza,Food,In-Store
31-05-2025,SKU-084,56.02,6,Hawaiian Chicken Pizza,Food,In-Store
31-07-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
31-08-2025,SKU-084,18.68,2,Hawaiian Chicken Pizza,Food,App
31-10-2025,SKU-084,56.98,6,Hawaiian Chicken Pizza,Food,GrabFood
31-12-2025,SKU-084,28.02,3,Hawaiian Chicken Pizza,Food,In-Store
01-01-2025,SKU-085,257.89,32,Hazelnut Latte,Beverage,GrabFood
01-01-2026,SKU-085,284.37,35,Hazelnut Latte,Beverage,FoodPanda
01-02-2025,SKU-085,279.41,33,Hazelnut Latte,Beverage,ShopeeFood
01-02-2026,SKU-085,425.61,51,Hazelnut Latte,Beverage,GrabFood
01-03-2025,SKU-085,442.4,54,Hazelnut Latte,Beverage,ShopeeFood
01-03-2026,SKU-085,133.32,16,Hazelnut Latte,Beverage,GrabFood
01-04-2025,SKU-085,182.63,21,Hazelnut Latte,Beverage,GrabFood
01-04-2026,SKU-085,601.37,71,Hazelnut Latte,Beverage,ShopeeFood
01-05-2025,SKU-085,295.1,35,Hazelnut Latte,Beverage,ShopeeFood
01-06-2025,SKU-085,371.52,46,Hazelnut Latte,Beverage,ShopeeFood
01-07-2025,SKU-085,621.99,86,Hazelnut Latte,Beverage,ShopeeFood
01-08-2024,SKU-085,9.9,1,Hazelnut Latte,Beverage,In-Store
01-08-2025,SKU-085,754.42,93,Hazelnut Latte,Beverage,ShopeeFood
01-09-2024,SKU-085,184.7,21,Hazelnut Latte,Beverage,GrabFood
01-09-2025,SKU-085,354.48,42,Hazelnut Latte,Beverage,ShopeeFood
01-10-2024,SKU-085,613.58,68,Hazelnut Latte,Beverage,ShopeeFood
01-10-2025,SKU-085,485.78,63,Hazelnut Latte,Beverage,ShopeeFood
01-11-2024,SKU-085,529.58,60,Hazelnut Latte,Beverage,ShopeeFood
01-11-2025,SKU-085,217.27,26,Hazelnut Latte,Beverage,ShopeeFood
01-12-2024,SKU-085,525.62,62,Hazelnut Latte,Beverage,ShopeeFood
01-12-2025,SKU-085,594.14,72,Hazelnut Latte,Beverage,ShopeeFood
02-01-2025,SKU-085,361.77,43,Hazelnut Latte,Beverage,ShopeeFood
02-01-2026,SKU-085,358.74,43,Hazelnut Latte,Beverage,ShopeeFood
02-02-2025,SKU-085,272.46,30,Hazelnut Latte,Beverage,GrabFood
02-02-2026,SKU-085,226.91,27,Hazelnut Latte,Beverage,GrabFood
02-03-2025,SKU-085,41.41,5,Hazelnut Latte,Beverage,ShopeeFood
02-03-2026,SKU-085,138.79,16,Hazelnut Latte,Beverage,GrabFood
02-04-2025,SKU-085,244.24,28,Hazelnut Latte,Beverage,ShopeeFood
02-04-2026,SKU-085,363.32,43,Hazelnut Latte,Beverage,ShopeeFood
02-05-2025,SKU-085,477.2,60,Hazelnut Latte,Beverage,ShopeeFood
02-06-2025,SKU-085,398.39,48,Hazelnut Latte,Beverage,GrabFood
02-07-2025,SKU-085,567.72,77,Hazelnut Latte,Beverage,ShopeeFood
02-08-2024,SKU-085,8.0,1,Hazelnut Latte,Beverage,In-Store
02-08-2025,SKU-085,372.56,46,Hazelnut Latte,Beverage,ShopeeFood
02-09-2024,SKU-085,169.1,19,Hazelnut Latte,Beverage,In-Store
02-09-2025,SKU-085,495.27,61,Hazelnut Latte,Beverage,ShopeeFood
02-10-2024,SKU-085,676.62,77,Hazelnut Latte,Beverage,ShopeeFood
02-10-2025,SKU-085,539.96,71,Hazelnut Latte,Beverage,ShopeeFood
02-11-2024,SKU-085,341.46,38,Hazelnut Latte,Beverage,GrabFood
02-11-2025,SKU-085,219.23,27,Hazelnut Latte,Beverage,ShopeeFood
02-12-2024,SKU-085,644.93,75,Hazelnut Latte,Beverage,ShopeeFood
02-12-2025,SKU-085,584.11,72,Hazelnut Latte,Beverage,ShopeeFood
03-01-2025,SKU-085,375.78,45,Hazelnut Latte,Beverage,ShopeeFood
03-01-2026,SKU-085,324.47,39,Hazelnut Latte,Beverage,ShopeeFood
03-02-2025,SKU-085,317.07,36,Hazelnut Latte,Beverage,ShopeeFood
03-02-2026,SKU-085,428.19,51,Hazelnut Latte,Beverage,ShopeeFood
03-03-2025,SKU-085,222.55,26,Hazelnut Latte,Beverage,GrabFood
03-03-2026,SKU-085,261.4,31,Hazelnut Latte,Beverage,ShopeeFood
03-04-2025,SKU-085,361.55,42,Hazelnut Latte,Beverage,ShopeeFood
03-04-2026,SKU-085,437.63,52,Hazelnut Latte,Beverage,ShopeeFood
03-05-2025,SKU-085,303.08,36,Hazelnut Latte,Beverage,ShopeeFood
03-06-2025,SKU-085,613.95,77,Hazelnut Latte,Beverage,ShopeeFood
03-07-2025,SKU-085,753.75,105,Hazelnut Latte,Beverage,ShopeeFood
03-08-2024,SKU-085,9.9,1,Hazelnut Latte,Beverage,In-Store
03-08-2025,SKU-085,350.5,43,Hazelnut Latte,Beverage,GrabFood
03-09-2024,SKU-085,171.4,20,Hazelnut Latte,Beverage,In-Store
03-09-2025,SKU-085,544.38,67,Hazelnut Latte,Beverage,ShopeeFood
03-10-2024,SKU-085,531.31,61,Hazelnut Latte,Beverage,GrabFood
03-10-2025,SKU-085,490.41,62,Hazelnut Latte,Beverage,ShopeeFood
03-11-2024,SKU-085,268.44,31,Hazelnut Latte,Beverage,ShopeeFood
03-11-2025,SKU-085,362.49,45,Hazelnut Latte,Beverage,ShopeeFood
03-12-2024,SKU-085,462.02,55,Hazelnut Latte,Beverage,ShopeeFood
03-12-2025,SKU-085,572.67,71,Hazelnut Latte,Beverage,ShopeeFood
04-01-2025,SKU-085,282.27,32,Hazelnut Latte,Beverage,ShopeeFood
04-01-2026,SKU-085,256.51,31,Hazelnut Latte,Beverage,ShopeeFood
04-02-2025,SKU-085,421.52,48,Hazelnut Latte,Beverage,ShopeeFood
04-02-2026,SKU-085,577.42,69,Hazelnut Latte,Beverage,ShopeeFood
04-03-2025,SKU-085,230.12,27,Hazelnut Latte,Beverage,GrabFood
04-03-2026,SKU-085,192.76,23,Hazelnut Latte,Beverage,GrabFood
04-04-2025,SKU-085,344.85,41,Hazelnut Latte,Beverage,GrabFood
04-04-2026,SKU-085,339.94,39,Hazelnut Latte,Beverage,ShopeeFood
04-05-2025,SKU-085,307.16,35,Hazelnut Latte,Beverage,ShopeeFood
04-06-2025,SKU-085,584.67,72,Hazelnut Latte,Beverage,ShopeeFood
04-07-2025,SKU-085,565.99,76,Hazelnut Latte,Beverage,ShopeeFood
04-08-2025,SKU-085,364.17,46,Hazelnut Latte,Beverage,ShopeeFood
04-09-2024,SKU-085,268.5,31,Hazelnut Latte,Beverage,GrabFood
04-09-2025,SKU-085,777.3,95,Hazelnut Latte,Beverage,ShopeeFood
04-10-2024,SKU-085,712.01,83,Hazelnut Latte,Beverage,GrabFood
04-10-2025,SKU-085,415.04,53,Hazelnut Latte,Beverage,ShopeeFood
04-11-2024,SKU-085,432.01,49,Hazelnut Latte,Beverage,GrabFood
04-11-2025,SKU-085,406.45,53,Hazelnut Latte,Beverage,ShopeeFood
04-12-2024,SKU-085,561.57,66,Hazelnut Latte,Beverage,ShopeeFood
04-12-2025,SKU-085,563.12,70,Hazelnut Latte,Beverage,ShopeeFood
05-01-2025,SKU-085,225.38,26,Hazelnut Latte,Beverage,GrabFood
05-01-2026,SKU-085,390.94,50,Hazelnut Latte,Beverage,GrabFood
05-02-2025,SKU-085,498.04,61,Hazelnut Latte,Beverage,ShopeeFood
05-02-2026,SKU-085,455.89,56,Hazelnut Latte,Beverage,ShopeeFood
05-03-2025,SKU-085,318.12,38,Hazelnut Latte,Beverage,GrabFood
05-03-2026,SKU-085,226.46,26,Hazelnut Latte,Beverage,ShopeeFood
05-04-2025,SKU-085,297.17,34,Hazelnut Latte,Beverage,ShopeeFood
05-04-2026,SKU-085,264.36,32,Hazelnut Latte,Beverage,ShopeeFood
05-05-2025,SKU-085,631.92,74,Hazelnut Latte,Beverage,ShopeeFood
05-06-2025,SKU-085,572.24,73,Hazelnut Latte,Beverage,ShopeeFood
05-07-2025,SKU-085,337.46,45,Hazelnut Latte,Beverage,ShopeeFood
05-08-2024,SKU-085,19.8,2,Hazelnut Latte,Beverage,In-Store
05-08-2025,SKU-085,602.96,74,Hazelnut Latte,Beverage,ShopeeFood
05-09-2024,SKU-085,252.1,29,Hazelnut Latte,Beverage,GrabFood
05-09-2025,SKU-085,421.69,51,Hazelnut Latte,Beverage,ShopeeFood
05-10-2024,SKU-085,472.79,55,Hazelnut Latte,Beverage,GrabFood
05-10-2025,SKU-085,419.37,54,Hazelnut Latte,Beverage,ShopeeFood
05-11-2024,SKU-085,552.85,63,Hazelnut Latte,Beverage,ShopeeFood
05-11-2025,SKU-085,426.16,54,Hazelnut Latte,Beverage,ShopeeFood
05-12-2024,SKU-085,652.76,78,Hazelnut Latte,Beverage,ShopeeFood
05-12-2025,SKU-085,527.61,66,Hazelnut Latte,Beverage,ShopeeFood
06-01-2025,SKU-085,311.86,37,Hazelnut Latte,Beverage,GrabFood
06-01-2026,SKU-085,421.59,51,Hazelnut Latte,Beverage,ShopeeFood
06-02-2025,SKU-085,388.15,45,Hazelnut Latte,Beverage,ShopeeFood
06-02-2026,SKU-085,483.29,58,Hazelnut Latte,Beverage,GrabFood
06-03-2025,SKU-085,348.8,42,Hazelnut Latte,Beverage,ShopeeFood
06-03-2026,SKU-085,200.26,23,Hazelnut Latte,Beverage,ShopeeFood
06-04-2025,SKU-085,275.18,31,Hazelnut Latte,Beverage,ShopeeFood
06-04-2026,SKU-085,412.53,49,Hazelnut Latte,Beverage,ShopeeFood
06-05-2025,SKU-085,661.99,79,Hazelnut Latte,Beverage,ShopeeFood
06-06-2025,SKU-085,501.98,61,Hazelnut Latte,Beverage,ShopeeFood
06-07-2025,SKU-085,500.99,66,Hazelnut Latte,Beverage,ShopeeFood
06-08-2024,SKU-085,25.9,3,Hazelnut Latte,Beverage,In-Store
06-08-2025,SKU-085,674.62,86,Hazelnut Latte,Beverage,ShopeeFood
06-09-2024,SKU-085,190.91,20,Hazelnut Latte,Beverage,ShopeeFood
06-09-2025,SKU-085,375.26,48,Hazelnut Latte,Beverage,GrabFood
06-10-2024,SKU-085,403.0,47,Hazelnut Latte,Beverage,GrabFood
06-10-2025,SKU-085,593.41,73,Hazelnut Latte,Beverage,ShopeeFood
06-11-2024,SKU-085,438.18,50,Hazelnut Latte,Beverage,ShopeeFood
06-11-2025,SKU-085,540.17,68,Hazelnut Latte,Beverage,ShopeeFood
06-12-2024,SKU-085,571.97,68,Hazelnut Latte,Beverage,ShopeeFood
06-12-2025,SKU-085,339.44,41,Hazelnut Latte,Beverage,ShopeeFood
07-01-2025,SKU-085,442.94,50,Hazelnut Latte,Beverage,ShopeeFood
07-01-2026,SKU-085,377.25,46,Hazelnut Latte,Beverage,ShopeeFood
07-02-2025,SKU-085,493.27,59,Hazelnut Latte,Beverage,ShopeeFood
07-02-2026,SKU-085,352.42,41,Hazelnut Latte,Beverage,GrabFood
07-03-2025,SKU-085,268.89,31,Hazelnut Latte,Beverage,ShopeeFood
07-03-2026,SKU-085,221.62,26,Hazelnut Latte,Beverage,GrabFood
07-04-2025,SKU-085,451.7,52,Hazelnut Latte,Beverage,ShopeeFood
07-04-2026,SKU-085,421.37,49,Hazelnut Latte,Beverage,ShopeeFood
07-05-2025,SKU-085,756.91,94,Hazelnut Latte,Beverage,ShopeeFood
07-06-2025,SKU-085,391.67,47,Hazelnut Latte,Beverage,GrabFood
07-07-2025,SKU-085,492.68,60,Hazelnut Latte,Beverage,ShopeeFood
